,lat,lon,avg,std,spike,reduction
0,8.5,73.5,32.158483357594946,0.7739807244962476,34.48042553108368,29.836541184106196
4,8.5,76.5,30.807979884757387,0.8672543201659009,33.40974284525509,28.20621692425968
8,8.5,77.5,32.043352567774264,1.0097851240585696,35.07270793994997,29.01399719559856
12,8.5,78.5,31.10481038871308,1.1298040182400175,34.49422244343313,27.715398333993026
16,9.5,76.5,31.19431302874473,0.9938542243061688,34.17587570166323,28.21275035582622
20,9.5,77.5,30.76411350922996,1.0315101743770871,33.85864403236122,27.669582986098696
24,9.5,78.5,29.772570471255275,1.336757189623301,33.78284204012517,25.762298902385375
28,9.5,79.5,30.699575368407174,1.3591941592980878,34.777157846301435,26.62199289051291
32,10.5,75.5,30.187889477848106,1.0387297745252606,33.30407880142389,27.07170015427232
36,10.5,76.5,28.67457556197257,1.1787904141001888,32.21094680427314,25.138204319672013
40,10.5,77.5,29.413285930379747,1.613895563262301,34.25497262016665,24.571599240592843
44,10.5,78.5,31.480754843090722,1.553570518264459,36.141466397884095,26.820043288297338
48,10.5,79.5,30.570674101002112,1.3756406247960205,34.69759597539017,26.443752226614045
52,11.5,72.5,31.092573869198308,0.9703338040345564,34.00357528130198,28.181572457094642
56,11.5,75.5,29.39316254773207,1.0690799437903935,32.60040237910325,26.18592271636089
60,11.5,76.5,28.906196065400845,1.4391605427272107,33.22367769358248,24.58871443721921
64,11.5,77.5,29.601952236286923,1.6622194000872124,34.58861043654856,24.615294036025286
68,11.5,78.5,31.614446223892408,1.729509130261381,36.802973614676546,26.425918833108266
72,11.5,79.5,30.434466996044307,1.3714852278945031,34.548922679727816,26.320011312360798
76,12.5,74.5,30.596192005801694,1.0724411220641334,33.81351537199409,27.37886863960929
80,12.5,75.5,30.297693455432487,1.14415563487048,33.73016036004393,26.865226550821053
84,12.5,76.5,27.440957129483124,1.5650466174075413,32.13609698170575,22.745817277260493
88,12.5,77.5,29.901327033227844,1.8967705841806328,35.591638785769746,24.211015280685945
92,12.5,78.5,30.395151285073837,1.9876043745400425,36.35796440869397,24.432338161453714
96,12.5,79.5,30.81978882647679,1.6371671655400069,35.731290323096815,25.90828732985677
100,12.5,80.5,30.49069635205696,1.5251899922546304,35.06626632882085,25.91512637529307
104,13.5,74.5,30.593085193301693,1.1765569746546962,34.12275611726578,27.063414269337603
108,13.5,75.5,30.42161691297468,1.2520087562158,34.177643181622074,26.66559064432728
112,13.5,76.5,29.78628824077004,1.7475990571904578,35.029085412341416,24.543491069198666
116,13.5,77.5,29.413547576740513,2.0111480481394692,35.44699172115892,23.3801034323221
120,13.5,78.5,30.151217599947252,2.0375928177580933,36.26399605322153,24.038439146672967
124,13.5,79.5,30.574730034018987,1.8850131920459932,36.22976961015697,24.91969045788101
128,13.5,80.5,30.81188639266877,1.6942354560841788,35.89459276092131,25.729180024416237
132,14.5,74.5,31.35901062183544,1.2153610840676192,35.00509387403829,27.712927369632588
136,14.5,75.5,30.93420032937764,1.4414384745040831,35.25851575288988,26.60988490586539
140,14.5,76.5,30.663510757120253,1.798179549069035,36.058049404327356,25.26897210991315
144,14.5,77.5,31.18480076951477,2.1409870824057444,37.607762016732,24.76183952229753
148,14.5,78.5,31.099541993934604,2.1232975836310524,37.46943474482775,24.72964924304144
152,14.5,79.5,31.131977856012664,1.89489754148652,36.816670480472226,25.447285231553106
156,14.5,80.5,30.94886961998945,1.6862707359338098,36.00768182779088,25.89005741218802
160,15.5,73.5,31.36418590664557,1.3052518493814522,35.27994145478993,27.44843035850121
164,15.5,74.5,31.555923949894513,1.254828128003138,35.32040833390393,27.7914395658851
168,15.5,75.5,31.774025919567514,1.5833728056788554,36.52414433660408,27.023907502530946
172,15.5,76.5,31.937141859704642,2.108734020147488,38.26334392014711,25.610939799262177
176,15.5,77.5,32.257245500527425,2.2148586273512723,38.90182138258125,25.61266961847361
180,15.5,78.5,32.3658282096519,2.114265420633068,38.708624471551104,26.0230319477527
184,15.5,79.5,31.78522671940928,1.889367233298088,37.453328419303546,26.117125019515015
188,15.5,80.5,30.91220280274262,1.7403255177246586,36.1331793559166,25.691226249568643
192,16.5,73.5,31.504315304061183,1.30518029730229,35.419856195968045,27.58877441215432
196,16.5,74.5,31.544700595727853,1.478446159031201,35.980039072821455,27.109362118634248
200,16.5,75.5,31.771461668776368,1.86455294494595,37.36512050361422,26.177802833938518
204,16.5,76.5,31.849488087289032,2.215910246325484,38.49721882626548,25.201757348312572
208,16.5,77.5,31.630325032700423,2.2683627392551164,38.43541325046578,24.825236814935078
212,16.5,78.5,31.549858468354437,2.2186545997311935,38.205822267548015,24.89389466916085
216,16.5,79.5,31.43779514873418,1.9878895697660668,37.401463858032386,25.474126439435977
220,16.5,80.5,31.077987561445152,1.8148988585742452,36.52268413716789,25.633290985722407
224,16.5,81.5,30.776374871044307,1.7779032604838132,36.11008465249574,25.44266508959286
228,16.5,82.5,30.38237252030591,1.7230154225196814,35.551418787864954,25.213326252746864
232,17.5,73.5,30.756013128691983,1.5607512580272993,35.43826690277388,26.07375935461009
236,17.5,74.5,31.204966371308018,1.7500049235359714,36.45498114191593,25.954951600700106
240,17.5,75.5,32.034613837816465,1.994694286260067,38.018696696596656,26.050530979036253
244,17.5,76.5,31.812290514767927,2.249641372334387,38.561214631771094,25.063366397764767
248,17.5,77.5,31.249301078322787,2.2980631016084865,38.14349038314825,24.355111773497324
252,17.5,78.5,31.224654006856536,2.240283154803645,37.945503471267465,24.503804542445607
256,17.5,79.5,31.589736957014765,2.2164444012527635,38.239070160773046,24.94040375325648
260,17.5,80.5,30.76943039161393,2.0335093898133705,36.86995856105404,24.668902222173816
264,17.5,81.5,30.070480108913504,1.9027192516439968,35.77863786384549,24.362322353981515
268,17.5,82.5,29.329310966772145,1.782458520140257,34.67668652719292,23.981935406351386
272,17.5,83.5,29.053379633438826,1.830810389468002,34.545810801842826,23.56094846503482
276,18.5,72.5,30.125440461497888,1.6848622957223716,35.180027348665,25.07085357433077
280,18.5,73.5,30.437549465717307,1.729019211697581,35.624607100810046,25.250491830624558
284,18.5,74.5,31.02209489636076,1.86289172936823,36.61077008446545,25.433419708256068
288,18.5,75.5,31.559872095200426,2.1861904587099388,38.118443471330245,25.00130071907061
292,18.5,76.5,31.668251617616033,2.305162157574625,38.58373809033991,24.75276514489216
296,18.5,77.5,31.267749151635016,2.3457654758757718,38.30504557926234,24.2304527240077
300,18.5,78.5,31.228432460179327,2.3667090470745538,38.328559601402986,24.128305318955675
304,18.5,79.5,31.521526963871306,2.357744980251796,38.59476190462669,24.448292023115922
