Latitude,Longitude,Point_ID,avg,std,spike,reduction
13.5,77.5,30,30.088204760823064,2.9930494266034677,39.06735304063346,21.10905648101266
13.5,78.5,31,31.833798163287135,3.255839060633629,41.60131534518802,22.06628098138625
13.5,79.5,32,33.168150111481864,3.472684941324885,43.58620493545652,22.75009528750721
13.5,80.5,33,33.64234655086413,3.3947294289406384,43.82653483768605,23.45815826404222
14.5,74.5,34,30.74132543403491,2.4306430295626127,38.03325452272275,23.449396345347072
14.5,75.5,35,30.372999150881245,2.8368374891444685,38.88351161831465,21.86248668344784
14.5,76.5,36,30.39674040460301,3.0992450482134655,39.69447554924341,21.09900525996261
14.5,77.5,37,32.187009859514035,3.3514981708581035,42.24150437208834,22.132515346939726
14.5,78.5,38,32.95783294716804,3.466097444577604,43.356125280900855,22.55954061343523
14.5,79.5,39,33.68743285356776,3.4965403518638563,44.17705390915933,23.197811797976193
14.5,80.5,40,33.754183600573235,3.431941716160853,44.05000874905579,23.45835845209068
15.5,73.5,41,31.05443771278234,2.252202357095465,37.811044784068734,24.29783064149595
15.5,74.5,42,31.13709017017454,2.4215315191542652,38.40168472763734,23.872495612711745
15.5,75.5,43,31.585587780971935,3.032049560600685,40.68173646277399,22.48943909916988
15.5,76.5,44,32.57824853764545,3.51727489385553,43.130073219212036,22.02642385607886
15.5,77.5,45,33.442436039185495,3.6329618984502994,44.34132173453639,22.543550343834596
15.5,78.5,46,34.187443963167354,3.623401229967337,45.05764765306937,23.31724027326534
15.5,79.5,47,34.05759773310233,3.488799554836231,44.52399639761102,23.59119906859363
15.5,80.5,48,33.43046069163636,3.4033896982564356,43.64062978640567,23.220291596867057
16.5,73.5,49,31.357506682580425,2.2725547162679662,38.17517083138432,24.539842533776525
16.5,74.5,50,31.33513759133299,2.811077700293997,39.76837069221499,22.901904490451
16.5,75.5,51,31.880524371962697,3.412324064283049,42.117496564811844,21.64355217911355
16.5,76.5,52,33.08798022069644,3.781174547792716,44.431503864074585,21.74445657731829
16.5,77.5,53,33.14555891174709,3.8715598111526988,44.76023834520518,21.53087947828899
16.5,78.5,54,33.196257812114986,3.925465087121318,44.97265307347894,21.41986255075103
16.5,79.5,55,33.58176204953799,3.642694441788335,44.509845374902994,22.653678724172988
16.5,80.5,56,33.44266380641711,3.4342864100275814,43.745523036499854,23.139804576334363
16.5,81.5,57,33.182711927657756,3.356321269490372,43.251675736128874,23.11374811918664
16.5,82.5,58,32.73457283408916,3.0920480966758217,42.010717124116624,23.45842854406169
17.5,73.5,59,30.75829948126283,2.869442363693164,39.36662657234233,22.14997239018334
17.5,74.5,60,31.380457464579056,3.2840408106595955,41.232579896557844,21.528335032600268
17.5,75.5,61,32.744739753850105,3.530181333544222,43.335283754482774,22.15419575321744
17.5,76.5,62,33.307447150710125,3.9562957149175957,45.17633429546291,21.43856000595734
17.5,77.5,63,32.85726960622006,4.027584862108677,44.94002419254609,20.774515019894025
17.5,78.5,64,33.05414685720397,4.081328588810851,45.29813262363652,20.810161090771416
17.5,79.5,65,33.61678994738193,4.076036461819955,45.8448993328418,21.388680561922065
17.5,80.5,66,32.959934993754274,3.744805916396756,44.194352742944545,21.725517244564006
17.5,81.5,67,32.23970109612423,3.45194357395766,42.59553181799721,21.88387037425125
17.5,82.5,68,31.495488664955513,2.998067091795977,40.48968994034344,22.501287389567583
17.5,83.5,69,31.2452103520705,2.930475171331369,40.03663586606461,22.453784838076395
18.5,72.5,70,30.90161187037988,2.462475115410048,38.289037216610026,23.514186524149736
18.5,73.5,71,31.02012688723477,2.8312059091831934,39.51374461478435,22.52650915968519
18.5,74.5,72,31.671294427275836,3.4973545202953558,42.163357988161906,21.17923086638977
18.5,75.5,73,33.04300994357461,3.9291735810242314,44.83053068664731,21.255489200501916
18.5,76.5,74,33.362752717316916,4.112572007603955,45.700468740128784,21.02503669450505
18.5,77.5,75,33.06683922266427,4.209868085556174,45.69644347933279,20.43723496599575
18.5,78.5,76,33.092080431724845,4.230610106229106,45.78391075041216,20.40025011303753
18.5,79.5,77,33.530537196654684,4.243779254500137,46.2618749601551,20.79919943315427
18.5,80.5,78,32.779092665083844,4.023664376778812,44.850085795420284,20.708099534747408
18.5,81.5,79,31.967312976129367,3.459351579508669,42.345367714655374,21.58925823760336
18.5,82.5,80,31.83924242582136,3.303690682753995,41.750314474083346,21.928170377559375
18.5,83.5,81,31.444435920645105,3.239944680496117,41.16426996213346,21.724601879156754
18.5,84.5,82,32.04125134608145,3.0754460888015527,41.26758961248611,22.814913079676792
19.5,72.5,83,32.00426944810917,2.698961327249837,40.101153429858684,23.907385466359656
19.5,73.5,84,31.94354537863621,2.869884400464962,40.55319858003109,23.333892177241324
19.5,74.5,85,32.596249684419924,3.813688681305015,44.03731572833497,21.15518364050488
19.5,75.5,86,33.21235137666839,4.105006663026046,45.527371365746525,20.89733138759025
19.5,76.5,87,33.37904442013176,4.29381618253067,46.26049296772378,20.49759587253975
19.5,77.5,88,33.66444397612936,4.56981082341812,47.37387644638372,19.955011505875003
19.5,78.5,89,33.87550150988193,4.600379482005972,47.676639955899844,20.074363063864013
19.5,79.5,90,33.73963543805612,4.678430623829167,47.77492730954362,19.704343566568618
19.5,80.5,91,32.61787935784565,4.439102857403611,45.935187930056486,19.300570785634818
19.5,81.5,92,32.62037062731006,4.426821898925347,45.9008363240861,19.33990493053402
19.5,82.5,93,31.5689817532512,3.770300066503797,42.87988195276259,20.25808155373981
19.5,83.5,94,32.099146181211495,3.529898740588781,42.68884240297784,21.50944995944515
19.5,84.5,95,32.227586356562284,3.5233476340968406,42.79762925885281,21.65754345427176
19.5,85.5,96,31.593704701189253,3.0811141706805163,40.837047213230804,22.350362189147702
20.5,70.5,97,32.55813733277721,2.8599634381977403,41.13802764737043,23.978247018183986
20.5,71.5,98,32.73060377515401,2.7650410647609474,41.02572696943685,24.435480580871165
20.5,72.5,99,32.47000557071355,2.7214521196739896,40.63436192973552,24.305649211691584
20.5,73.5,100,32.75403349259925,2.925997377185992,41.53202562415723,23.976041361041272
20.5,74.5,101,32.99523055398699,3.840069047879556,44.51543769762566,21.475023410348324
20.5,75.5,102,33.210962430142025,4.244660686228705,45.94494448882814,20.476980371455912
20.5,76.5,103,33.57381007640315,4.492484260006985,47.0512628564241,20.096357296382195
20.5,77.5,104,33.46230543762834,4.644024639690398,47.39437935669953,19.530231518557144
20.5,78.5,105,33.8208943965178,4.824348016486833,48.2939384459783,19.347850347057303
20.5,79.5,106,33.0864653954911,4.887088464603945,47.747730789302935,18.42520000167927
20.5,80.5,107,33.150961683778235,4.907082121566036,47.872208048476345,18.429715319080124
20.5,81.5,108,32.347828049837446,4.749219472375425,46.59548646696372,18.10016963271117
20.5,82.5,109,32.436429254834025,4.731807591132021,46.631852028230085,18.24100648143796
20.5,83.5,110,32.74364685784565,4.454457079609965,46.107018096675546,19.38027561901575
20.5,84.5,111,32.40245525282341,3.8291048635865206,43.88976984358297,20.91514066206385
20.5,85.5,112,31.707834851899385,3.2355104964546455,41.41436634126332,22.00130336253545
20.5,86.5,113,31.68904717282683,3.2055565119356184,41.30571670863368,22.072377637019976
21.5,69.5,114,31.75842686802704,2.8512357998923687,40.312134267704145,23.204719468349936
21.5,70.5,115,32.244355312500005,2.8471486650978433,40.785801307793534,23.702909317206476
21.5,71.5,116,33.029293317890144,3.119838393734484,42.3888084990936,23.66977813668669
21.5,72.5,117,33.72994113098905,3.4885696794487027,44.19565016933515,23.26423209264294
21.5,73.5,118,33.51421404170945,3.802113145867015,44.9205534793105,22.107874604108403
21.5,74.5,119,33.42932340648528,3.9799926554083904,45.36930137271045,21.48934544026011
21.5,75.5,120,33.132170667778915,4.468988478218435,46.53913610243422,19.72520523312361
21.5,76.5,121,33.18725139912731,4.7007867085008,47.28961152462971,19.084891273624912
21.5,77.5,122,32.71091210305441,4.863838907215604,47.302428824701224,18.1193953814076
21.5,78.5,123,32.096771267624916,4.914213459353764,46.83941164568621,17.354130889563624
21.5,79.5,124,31.939079905800824,4.947726378840956,46.782259042323695,17.095900769277954
21.5,80.5,125,32.479420877352844,4.950806354698295,47.331839941447726,17.62700181325796
21.5,81.5,126,32.03570316136208,5.007031313300646,47.05679710126402,17.01460922146014
21.5,82.5,127,32.44675340687029,4.926432980359943,47.22605234795012,17.667454465790463
21.5,83.5,128,32.2478741235883,4.799445980809872,46.646212066017924,17.849536181158687
21.5,84.5,129,32.290768606476725,4.661782312417058,46.2761155437279,18.305421669225552
21.5,85.5,130,32.35333019840862,4.057152040859031,44.52478632098571,20.181874075831526
21.5,86.5,131,31.787024926249142,3.6925962041767106,42.86481353877927,20.70923631371901
21.5,87.5,132,31.08917797912389,3.307114644356032,41.01052191219198,21.167834046055795
21.5,88.5,133,30.799157421372346,3.2664220655829936,40.59842361812133,20.999891224623365
22.5,69.5,134,31.966940571312453,3.0131268492020364,41.006321118918564,22.92756002370634
22.5,70.5,135,32.160108394849416,3.0945976394090255,41.443901313076495,22.876315476622338
22.5,71.5,136,33.54115885583504,3.684476205997278,44.59458747382688,22.48773023784321
22.5,72.5,137,33.996617690922314,3.775029784917417,45.321707045674565,22.671528336170063
22.5,73.5,138,33.776853409180355,4.155085946452101,46.24211124853666,21.31159556982405
22.5,74.5,139,33.016367579012666,4.396881370275299,46.207011689838566,19.82572346818677
22.5,75.5,140,32.757710012790895,4.695097638479991,46.84300292823087,18.672417097350923
22.5,76.5,141,32.5208428843258,5.009053302020311,47.54800279038673,17.49368297826487
22.5,77.5,142,31.862158045687885,5.080014163800283,47.102200537088734,16.622115554287035
22.5,78.5,143,31.513113355450034,5.153212676140104,46.972751383870346,16.053475327029723
22.5,79.5,144,31.66362852481177,5.079922359409838,46.90339560304128,16.423861446582258
22.5,80.5,145,31.9470702063655,5.107305491194522,47.268986679949066,16.625153732781932
22.5,81.5,146,31.76389587683949,5.131575832768111,47.158623375143826,16.369168378535157
22.5,82.5,147,31.688621952344285,4.9916679943315625,46.66362593533897,16.7136179693496
22.5,83.5,148,31.59807260643395,5.017003809746274,46.64908403567277,16.547061177195125
22.5,84.5,149,31.615469203884327,4.74000853650608,45.83549481340257,17.395443594366085
22.5,85.5,150,31.300983317376797,4.641641180225401,45.225906858053,17.376059776700593
22.5,86.5,151,32.05710840246407,4.38104394402445,45.20024023453742,18.913976570390716
22.5,87.5,152,31.525959987936346,3.6890880256076786,42.59322406475938,20.45869591111331
22.5,88.5,153,31.1795458315794,3.3577126171981457,41.252683683173835,21.106407979984965
22.5,92.5,154,28.15047565630615,3.140844805279011,37.573010072143184,18.727941240469114
23.5,68.5,155,31.945268755020766,3.039451277522217,41.06362258758742,22.826914922454115
23.5,69.5,156,32.23376565297741,3.226828196379397,41.9142502421156,22.553281063839222
23.5,70.5,157,32.378303334787816,3.4378995715640794,42.69200204948005,22.06460462009558
23.5,71.5,158,32.75290438693532,4.098794182283581,45.049286933786064,20.456521840084577
23.5,72.5,159,32.734049551420256,4.378222918903026,45.86871830812933,19.59938079471118
23.5,73.5,160,32.640987527079055,4.338138836118432,45.65540403543435,19.62657101872376
23.5,74.5,161,32.31135344164955,4.709701765401507,46.44045873785407,18.18224814544503
23.5,75.5,162,32.46560966628166,4.934963475637856,47.270500093195224,17.660719239368092
23.5,76.5,163,32.62020812431554,5.234051022885951,48.32236119297339,16.918055055657685
23.5,77.5,164,32.03110031579398,5.315831686169562,47.978595374302664,16.083605257285292
23.5,78.5,165,31.93556818078371,5.407456132300415,48.15793657768496,15.713199783882466
23.5,79.5,166,31.564657026950716,5.400906861450276,47.76737761130154,15.361936442599887
23.5,80.5,167,31.829739096167007,5.457034438217759,48.200842410820286,15.458635781513731
23.5,81.5,168,31.23831664194045,5.427190770360336,47.51988895302146,14.956744330859443
23.5,82.5,169,31.441098904175224,5.2884353536642426,47.30640496516795,15.575792843182496
23.5,83.5,170,31.753777887063656,5.140969464529273,47.176686280651474,16.330869493475838
23.5,84.5,171,31.188906027635184,5.063338208892005,46.3789206543112,15.99889140095917
23.5,85.5,172,31.15212251364648,4.789253488796445,45.51988298003582,16.784362047257144
23.5,86.5,173,31.804972387619785,4.612704314153255,45.64308533007955,17.96685944516002
23.5,87.5,174,32.137238146346675,4.345775922639177,45.17456591426421,19.099910378429144
23.5,88.5,175,31.944256305655365,3.9307842260988175,43.73660898395182,20.151903627358912
23.5,91.5,176,28.253937765005343,3.15564758965572,37.720880533972505,18.78699499603818
23.5,92.5,177,27.87934829728342,3.2865992692406563,37.73914610500539,18.019550489561453
23.5,93.5,178,28.00481221136889,3.3344288599851257,38.008098791324265,18.001525631413514
24.5,68.5,179,32.30153168540384,3.658092132184121,43.2758080819562,21.327255288851475
24.5,69.5,180,32.521971441949006,3.9095191284946904,44.25052882743308,20.793414056464933
24.5,70.5,181,32.126589630304586,4.072887012733943,44.34525066850642,19.907928592102756
24.5,71.5,182,32.61722814369439,4.571143553725033,46.330658804869486,18.90379748251929
24.5,72.5,183,32.58928252489733,4.815326466232922,47.035261923596096,18.14330312619856
24.5,73.5,184,32.11648183341889,4.799949471872778,46.516330249037225,17.716633417800555
24.5,74.5,185,32.36034567766085,5.118219004986392,47.715002692620025,17.00568866270168
24.5,75.5,186,32.392781305013685,5.348995189463857,48.43976687340526,16.34579573662211
24.5,76.5,187,32.29202329769849,5.453817339552446,48.65347531635583,15.930571279041153
24.5,77.5,188,32.42690058003936,5.653025124805779,49.3859759544567,15.467825205622024
24.5,78.5,189,32.518627555997604,5.745608809886569,49.75545398565731,15.281801126337896
24.5,79.5,190,32.45734730704569,5.890681398279912,50.12939150188542,14.785303112205952
24.5,80.5,191,32.323837010438055,5.8527164551576005,49.881986375910856,14.765687644965254
24.5,81.5,192,32.23353809625256,5.93077531273278,50.0258640344509,14.44121215805422
24.5,82.5,193,32.06905261678645,5.723424993536105,49.23932759739476,14.898777636178139
24.5,83.5,194,31.926068337290385,5.594138367203005,48.7084834388994,15.14365323568137
24.5,84.5,195,31.377209580574092,5.4083492362740175,47.60225728939615,15.152161871752039
24.5,85.5,196,31.32147826869439,5.1183342731174095,46.676481088046614,15.966475449342159
24.5,86.5,197,31.597735252310066,4.678784619750554,45.63408911156173,17.561381393058404
24.5,87.5,198,31.682559879876795,4.407681168546051,44.90560338551495,18.459516374238643
24.5,88.5,199,31.664838085600614,4.143774454621471,44.09616144946503,19.233514721736203
24.5,91.5,200,27.997084478759355,3.329859790495127,37.98666385024474,18.007505107273975
24.5,92.5,201,27.8788187111016,3.317448421928727,37.83116397688778,17.926473445315423
24.5,93.5,202,28.002811741526873,3.341944845419577,38.028646277785604,17.976977205268142
24.5,94.5,203,27.82452568780759,3.4131213605539688,38.0638897694695,17.585161606145682
25.5,70.5,204,32.91137021051505,4.976209846826671,47.83999975099506,17.98274067003504
25.5,71.5,205,32.83801465764031,5.084016057186386,48.09006282919947,17.585966486081148
25.5,72.5,206,32.653069951959274,5.011680808600069,47.68811237775948,17.618027526159068
25.5,73.5,207,31.874056997133813,5.140148281735287,47.29450184233967,16.453612151927953
25.5,74.5,208,32.383563765015396,5.372517956829924,48.50111763550517,16.266009894525624
25.5,75.5,209,32.508521060232724,5.744515981092169,49.74206900350923,15.274973116956218
25.5,76.5,210,32.460590397972275,5.887392918004077,50.12276915198451,14.798411643960044
25.5,77.5,211,32.680919829076835,6.137549469728832,51.09356823826333,14.26827141989034
25.5,78.5,212,32.650984457734424,6.177201262556957,51.1825882454053,14.119380670063553
25.5,79.5,213,32.49675326984942,6.17787897841996,51.0303902051093,13.963116334589543
25.5,80.5,214,32.32594724497348,6.1256651566055575,50.702942714790154,13.948951775156804
25.5,81.5,215,32.27798582026438,5.963980566800238,50.16992752066509,14.386044119863662
25.5,82.5,216,32.008819443595996,5.7210937850469845,49.17210079873695,14.845538088455044
25.5,83.5,217,31.853665184697977,5.566437361701292,48.55297726980186,15.1543530995941
25.5,84.5,218,31.499836158431723,5.326424569379972,47.47910986657164,15.520562450291807
25.5,85.5,219,31.43209985087269,5.133454126427471,46.8324622301551,16.031737471590276
25.5,86.5,220,31.321648026651268,4.656735134806201,45.29185343106987,17.351442622232664
25.5,87.5,221,31.052851991444214,4.080949714103448,43.29570113375456,18.81000284913387
25.5,88.5,222,30.727459747818273,3.9319912365764593,42.523433457547654,18.931486038088895
25.5,90.5,223,28.063774485433154,3.3284658886059915,38.04917215125113,18.07837681961518
25.5,91.5,224,27.892664215828876,3.4085506230143974,38.11831608487207,17.667012346785683
25.5,92.5,225,27.89533148310088,3.468324956221626,38.300306351765755,17.490356614436003
25.5,93.5,226,27.70381959438645,3.481691807740218,38.1488950176071,17.258744171165795
25.5,94.5,227,29.11665478212864,3.513063858233709,39.65584635682977,18.577463207427513
26.5,70.5,228,33.156193831622176,5.285423864849542,49.012465426170806,17.29992223707355
26.5,71.5,229,32.89675880792265,5.351575459808961,48.95148518734953,16.84203242849577
26.5,72.5,230,32.80176300286619,5.431450208113087,49.09611362720545,16.50741237852693
26.5,73.5,231,33.090221098648186,5.57990568717579,49.82993816017556,16.350504037120814
26.5,74.5,232,32.76960582139802,5.894909495665021,50.45433430839308,15.084877334402954
26.5,75.5,233,32.42618736734258,6.017214005099779,50.477829382641914,14.374545352043242
26.5,76.5,234,32.731434065751195,6.401369034237365,51.93554116846329,13.527326963039101
26.5,77.5,235,32.6622161899384,6.445841837887225,51.99974170360007,13.324690676276724
26.5,78.5,236,32.6823616972322,6.515264070618743,52.228153909088434,13.136569485375972
26.5,79.5,237,32.3042183760267,6.289080901759866,51.17146108130629,13.436975670747099
26.5,80.5,238,31.911286806040387,5.967552339134788,49.81394382344475,14.008629788636021
26.5,81.5,239,31.922314534629532,5.911624747249072,49.65718877637675,14.187440292882314
26.5,82.5,240,31.939663104829737,5.695476062705584,49.02609129294649,14.853234916712985
26.5,83.5,241,31.54927778210558,5.452547348223733,47.906919826776786,15.191635737434378
26.5,84.5,242,31.196375455745212,5.171395208382827,46.7105610808937,15.68218983059673
26.5,85.5,243,31.10723194141427,4.9689345737440505,46.01403566264642,16.20042822018212
26.5,86.5,244,30.79385720649384,4.507520615213394,44.31641905213402,17.271295360853657
26.5,87.5,245,27.30912604714237,3.9353369535100424,39.1151369076725,15.503115186612243
26.5,88.5,246,26.866902620786277,3.5775682740911483,37.599607443059725,16.134197798512833
26.5,89.5,247,26.931356656741958,3.489105107722594,37.398671979909736,16.464041333574176
26.5,90.5,248,26.73259683717647,3.5231127680012535,37.30193514118023,16.16325853317271
26.5,91.5,249,27.83202771465241,3.556112434563862,38.500365018344,17.16369041096082
26.5,92.5,250,27.896563431847355,3.599039516124617,38.69368198022121,17.099444883473502
26.5,93.5,251,29.36935581453752,3.5746729890381164,40.09337478165187,18.645336847423174
26.5,94.5,252,28.840651987760516,3.6666451380369045,39.84058740187123,17.840716573649804
26.5,95.5,253,28.86068014507772,3.6726045102747067,39.87849367590184,17.842866614253598
27.5,69.5,254,33.12942956018836,5.359212113205153,49.20706589980382,17.051793220572904
27.5,70.5,255,33.02307617622145,5.479573068003828,49.461795380232935,16.584356972209967
27.5,71.5,256,33.05779035063102,5.672058067531363,50.07396455322511,16.041616148036926
27.5,72.5,257,33.61868303071527,5.883308712917548,51.26860916946791,15.968756891962624
27.5,73.5,258,33.122142958632786,6.146759698049423,51.56242205278106,14.681863864484516
27.5,74.5,259,33.00740938659308,6.21041483462807,51.63865389047729,14.37616488270887
27.5,75.5,260,32.284822515892365,6.410638400314676,51.516737716836396,13.052907314948335
27.5,76.5,261,32.04483415366188,6.58650792800073,51.80435793766407,12.28531036965969
27.5,77.5,262,32.176850935468,6.706432141617508,52.29614736032053,12.057554510615478
27.5,78.5,263,32.37371165376882,6.586115209600233,52.13205728256952,12.615366024968125
27.5,79.5,264,31.704173810746063,6.252625007590729,50.46204883351825,12.946298787973877
27.5,80.5,265,31.593799789784395,5.927594305649731,49.376582706733586,13.8110168728352
27.5,81.5,266,31.622970462589837,5.807867796610472,49.04657385242125,14.199367072758424
27.5,82.5,267,31.60865000759326,5.594751470506788,48.39290441911362,14.824395596072893
27.5,83.5,268,31.412085934526864,5.379751750848871,47.551341187073476,15.272830681980253
27.5,84.5,269,31.14098436231605,5.19938942530673,46.73915263823624,15.54281608639586
27.5,88.5,270,26.659730535570667,3.5916134785508973,37.43457097122336,15.884890099917975
27.5,89.5,271,26.546685197368987,3.4607131826677673,36.92882474537229,16.164545649365685
27.5,90.5,272,26.65057892340107,3.3973472370011057,36.84262063440438,16.458537212397754
27.5,91.5,273,27.788690874818176,3.5128985246720563,38.327386448834346,17.249995300802006
27.5,92.5,274,28.58847169752717,3.6445811413106086,39.522215121459,17.654728273595342
27.5,93.5,275,28.974570741079834,3.653678942484104,39.93560756853215,18.013533913627523
27.5,94.5,276,29.08826753149488,3.6974827846666707,40.18071588549489,17.995819177494866
27.5,95.5,277,29.097728357213203,3.6985430976080895,40.19335765003747,18.002099064388936
28.5,70.5,278,33.576793443227054,6.159155181838497,52.054258988742546,15.09932789771156
28.5,71.5,279,33.4654224011123,6.299776530286239,52.36475199197102,14.56609281025358
28.5,72.5,280,33.18646608495893,6.438803270466031,52.502875896357025,13.870056273560838
28.5,73.5,281,33.0607758719627,6.53185212046707,52.656332233363905,13.46521951056149
28.5,74.5,282,32.528536113471084,6.771009112703581,52.84156345158183,12.215508775360341
28.5,75.5,283,32.19439230728097,6.683807477471022,52.24581473969404,12.142969874867905
28.5,76.5,284,32.06603358562201,6.766228050810287,52.364717738052875,11.767349433191146
28.5,77.5,285,31.663870830189083,6.702523656712394,51.771441800326265,11.556299860051901
28.5,78.5,286,31.31495800761465,6.421814922260407,50.58040277439587,12.049513240833427
28.5,79.5,287,29.77199272108145,6.011937978043384,47.8078066552116,11.7361787869513
28.5,80.5,288,29.976510048639632,5.862085903322064,47.56276775860582,12.390252338673442
28.5,81.5,289,30.07151077703628,5.71447414521067,47.21493321266829,12.928088341404269
28.5,88.5,290,26.713020603037435,3.63286695493203,37.61162146783352,15.814419738241346
28.5,91.5,291,28.294821172670485,3.563651100074753,38.98577447289475,17.603867872446227
28.5,92.5,292,29.05628007405664,3.6513249472713807,40.01025491587078,18.1023052322425
28.5,93.5,293,29.018103542684752,3.6525504243215376,39.97575481564937,18.060452269720138
28.5,94.5,294,29.042511147789583,3.6699389856823124,40.05232810483652,18.032694190742646
28.5,95.5,295,29.06644724211702,3.720460697431509,40.22782933441155,17.905065149822494
29.5,72.5,296,32.69121119988021,6.875315014739067,53.31715624409741,12.065266155663004
29.5,73.5,297,32.09416924955082,6.950267537178027,52.9449718610849,11.243366638016745
29.5,74.5,298,31.925864962033714,7.021799175594599,52.99126248881751,10.860467435249916
29.5,75.5,299,31.458443028255477,6.903697811744723,52.16953646348965,10.747349593021308
29.5,76.5,300,31.082675873673853,6.798709935931178,51.478805681467385,10.686546065880322
29.5,77.5,301,29.251842453349592,6.27827609717703,48.08667074488068,10.417014161818503
29.5,78.5,302,26.818980686494697,5.7360979047833895,44.02727440084487,9.610686972144528
29.5,79.5,303,26.736718771132782,5.655604832568328,43.70353326883777,9.769904273427798
29.5,80.5,304,28.406421078050133,5.74875892172463,45.652697843224026,11.160144312876241
30.5,73.5,305,30.87309096601215,7.188757477793731,52.43936339939334,9.306818532630956
30.5,74.5,306,31.051134771966975,7.180642163090345,52.593061261238006,9.50920828269594
30.5,75.5,307,30.787415002481175,7.059799133288306,51.96681240234609,9.608017602616258
30.5,76.5,308,28.891156916217486,6.512685560324538,48.4292135971911,9.353100235243872
30.5,77.5,309,27.08796293345739,6.067082401278162,45.289210137291875,8.886715729622907
30.5,78.5,310,25.277792151309036,5.719502625000649,42.43630002631098,8.119284276307091
30.5,79.5,311,25.37875537583419,5.56424054063463,42.07147699773808,8.686033753930296
30.5,80.5,312,26.679950163351297,5.611553096225584,43.51460945202805,9.845290874674546
31.5,74.5,313,30.683367213708124,7.109722077004472,52.01253344472154,9.354200982694707
31.5,75.5,314,29.64247171079312,6.91226136506443,50.37925580598641,8.905687615599831
31.5,76.5,315,26.85547770401266,6.483811612934755,46.306912542816924,7.404042865208396
31.5,77.5,316,25.33167728125,5.955858784425488,43.199253634526464,7.464100927973533
31.5,78.5,317,24.912873612367388,5.827005269524449,42.39388942094074,7.431857803794042
31.5,79.5,318,23.78362348743156,5.546964998177855,40.42451848196512,7.142728492897994
32.5,74.5,319,25.40595686870748,7.272699180367978,47.224054409811416,3.5878593276035495
32.5,75.5,320,26.20022670391049,6.817493981379579,46.65270864804923,5.747744759771752
32.5,76.5,321,24.79961080112509,6.593646250577899,44.58054955285879,5.018672049391391
32.5,77.5,322,23.139759712641172,6.478335679276175,42.5747667504697,3.704752674812646
32.5,78.5,323,22.728483152990247,6.099415480707683,41.026729595113295,4.430236710867199
32.5,79.5,324,21.63204702049538,5.813520475773408,39.072608447815604,4.191485593175159
33.5,73.5,325,23.98852427975055,7.407918430071143,46.21227956996398,1.7647689895371208
33.5,74.5,326,23.334648110838216,7.26469709371244,45.128739391975536,1.540556829700897
33.5,75.5,327,21.936260707560006,7.484855145571179,44.39082614427355,-0.518304729153531
33.5,76.5,328,22.760226442390795,7.342478109591541,44.78766077116542,0.7327921136161706
33.5,77.5,329,22.30874111459189,7.348020762217811,44.352803401245325,0.2646788279384573
